City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,MID,,,,
Ahmedabad,24-11-18,86.43,113.28,34.52,82.76,38.92,,34.52,62.48,47.34,3.97,32.2,6.81,798,Severe,165d5a3cf0dc10f8229b0c6fcf149cd244cbd73a,,,,
Ahmedabad,25-11-18,70.51,35,25.76,98.98,37.9,,25.76,67.36,47.72,3.97,32.2,6.81,689,Severe,801e028d1c0aa75910dbe03019538ed0dc28b905,,,,
Ahmedabad,26-11-18,78.48,15.53,16.91,84.74,29.58,,16.91,61.98,56.39,3.97,32.2,6.81,413,Severe,f5dd178e6cfe607d118df9d16716cd68605dbee4,,,,
Ahmedabad,27-11-18,63.75,31.7,11.7,77.73,25.01,,11.7,64.78,59.28,3.97,32.2,6.81,415,Severe,58c0cc8bc91f5e92814df48b22321af4c7f75d53,,,,
Ahmedabad,28-11-18,68.3,43.42,8.69,73.99,22.45,,8.69,50.93,72.2,3.99,32.22,6.84,228,Poor,b69fe5e231d41629e4620b18e90999022c72474d,,,,
Ahmedabad,29-11-18,91.23,46.6,32.82,65.66,33.9,,32.82,34.58,56.17,4,32.25,6.89,392,Very Poor,3ebd3fb346c40a654f1f9d8e48ef8daa1902d406,,,,
Ahmedabad,30-11-18,92.74,63.79,28.91,80.7,35.3,,28.91,44.35,46.56,4.03,32.27,6.9,657,Severe,c92099607cfae94a24e03a111d12994535cc2eae,,,,
Ahmedabad,01-12-18,96.58,75.42,42.1,80.15,42.52,,42.1,52.73,42.37,4.04,32.3,6.9,657,Severe,105b993dee9f9e44637daa2d43e66f3ba3039fbf,,,,
Ahmedabad,02-12-18,91.37,88.21,28.26,91.43,37.49,,28.26,51.83,38.19,4.04,32.27,6.89,702,Severe,b187316c24eb26f96af6ebbc243e90cfc504d94b,,,,
Ahmedabad,03-12-18,88.02,97.56,25.92,83.26,34.25,,25.92,37.48,42.7,4.07,32.29,6.88,488,Severe,6f94dde3cf8c2776d869b8490fb491d7416088f0,,,,
Ahmedabad,04-12-18,96.82,94.97,31.36,78.81,36.22,,31.36,31.51,42.71,4.06,32.31,6.93,605,Severe,4b3e454f57edd89563485c04da1df5f95ebd2b5e,,,,
Ahmedabad,05-12-18,96.89,108.46,28.4,92.83,37.91,,28.4,33.05,41.44,4.09,32.31,6.94,687,Severe,f4714dd09f8ab317ec688ba087e67239b2b93367,,,,
Ahmedabad,06-12-18,109.2,134.51,37.47,104.9,45.83,,37.47,76.7,43.34,4.08,32.3,6.93,714,Severe,f72764a9a0f911eb892cf04752566d6ef4ee54c4,,,,
Ahmedabad,07-12-18,94.95,113.68,30.29,96.97,39.95,,30.29,65.02,43.5,4.05,32.34,6.95,667,Severe,02e34b2fe0968cb8a46313fe767858da7e2691b1,,,,
Ahmedabad,08-12-18,75.42,111.2,11.02,75.02,23.99,,11.02,49.3,54.91,4.07,32.31,6.93,423,Severe,b9b85a4893f9ed75881adcedbf142098bd7edc93,,,,
Ahmedabad,09-12-18,73.07,140.16,32.21,86.61,38.54,,32.21,45.82,51.18,4.08,32.35,6.96,417,Severe,9fdb08f94d250800ca69a84cb21c110adbe1476b,,,,
Ahmedabad,10-12-18,98.25,147.47,57.51,110.07,58.22,,57.51,59.11,39.64,4.07,32.35,6.94,1158,Severe,b6ed892b894ed62251a8cb78b5bca37318a03a4d,,,,
Ahmedabad,11-12-18,118.16,161.16,60.28,102.68,58,,60.28,104.49,32.76,4.11,32.32,6.95,938,Severe,af10fafcbc7f54b2c2cf780db5ccf5a2b4a1c985,,,,
Ahmedabad,12-12-18,95.4,161.62,41.8,78.91,42.06,,41.8,51.61,39.05,4.09,32.36,6.95,920,Severe,f92ea65fa3771a913f8e3d7aff52c03fed0ae833,,,,
Ahmedabad,13-12-18,70.04,169.29,14.87,78.1,26.87,,14.87,69.86,55.89,4.05,32.32,6.94,336,Very Poor,0ddcebebb542f8a0905a3cf82a59f404158d3de2,,,,
Ahmedabad,14-12-18,56.71,91.84,7.45,60.4,18.52,,7.45,42.48,61.74,4.07,32.3,6.9,275,Poor,f8243fd9214e2e45a222a43aad977d882f17e1e9,,,,
Ahmedabad,15-12-18,59.4,24.85,7.23,47.87,15.42,,7.23,21.53,71.46,4.07,32.33,6.97,191,Moderate,89d0e2ff08a2a140032fffa032af6dffb1ddae07,,,,
Ahmedabad,16-12-18,54.75,19.92,6.99,43.7,14.29,,6.99,19.99,76.37,4.06,32.31,6.94,172,Moderate,f59470fcae185cd02092b4e6e986a558ab811e92,,,,
Ahmedabad,17-12-18,62.18,36.08,7.67,55.29,17.43,,7.67,29.22,73.67,4.06,32.31,6.93,198,Moderate,81f9bd0e0377dbd8e67c579b6614003e6d825ab3,,,,
Ahmedabad,18-12-18,238.42,32.48,26.3,73.22,32.07,,26.3,34.63,63.89,4.08,32.34,6.94,381,Very Poor,345180770287ab9188e2dcfa2fd2ba0cd58214bb,,,,
Ahmedabad,19-12-18,125.16,56.81,46.84,96.16,48.74,,46.84,63.66,55.2,4.11,32.33,6.96,800,Severe,73d7ae5e79b6ba07548cf38ddcaa2979bee6916b,,,,
Ahmedabad,20-12-18,106.45,76.41,56.46,78.1,50.03,,56.46,83.62,55.5,4.08,32.39,7,967,Severe,3c3572ba243d61e7631725669c8f88347fdbd5bc,,,,
Ahmedabad,21-12-18,92.45,100.25,46.89,85.56,46.28,,46.89,60.42,,4.1,32.39,7,978,Severe,dd6c1a719bd75ba7fb7c62291a676b39c99bb0bc,,,,
Ahmedabad,22-12-18,111.75,133.92,89.19,90.59,88.27,,89.19,80.9,62.55,4.09,32.36,6.99,1558,Severe,5560c5577076d3180d78439586d9ebe75653b20f,,,,
Ahmedabad,23-12-18,106.19,124.87,45.76,89.03,47.49,,45.76,55.16,53.79,4.1,32.37,6.96,1300,Severe,6993451f527d3f206e315e404687a38c97a495ff,,,,
Ahmedabad,24-12-18,72.1,126.23,11.61,94.32,28.91,,11.61,54.74,63.46,4.08,32.37,6.95,355,Very Poor,31f9d7bce1db40d866a3e93b06ff9515c34fc3b7,,,,
Ahmedabad,25-12-18,79.15,152.59,12.74,92.85,29.19,,12.74,64.9,70.54,4.08,32.34,6.94,370,Very Poor,31042ccf8374ad96d39d8156d9e2ced042734ba9,,,,
Ahmedabad,26-12-18,94.8,151.9,23.18,79.56,31.84,,23.18,56.2,63.95,4.08,32.3,6.94,448,Severe,4faf1ac964c605b384dda60bc37df300766401b9,,,,
Ahmedabad,27-12-18,80.14,155.61,86.91,71.98,65.41,,86.91,64.7,47.86,4.09,32.31,6.99,1084,Severe,05a94d5f5083ff58320c659cd519536d3e6aa4a3,,,,
Ahmedabad,28-12-18,89.14,173.2,63.43,81.71,55.88,,63.43,70,44.86,4.07,32.37,6.93,1319,Severe,73939a4a3eff4347a97d4dbe05c46a3a1fc08a82,,,,
Ahmedabad,29-12-18,68.29,164.83,16.94,82.74,29.12,,16.94,61.27,51.76,4.05,32.32,6.94,379,Very Poor,d050ed9690b0179835dca97985ab7ef2c843f230,,,,
Ahmedabad,30-12-18,67.75,150.75,17.63,81.78,29.28,,17.63,57.37,63.34,4.07,32.3,6.98,396,Very Poor,91b6e6a867abca446f467eeadcdbbfda198af6a1,,,,
Ahmedabad,31-12-18,80.54,203.94,71.11,77,61.31,,71.11,64.49,60.07,4.05,32.33,6.93,744,Severe,15e262dad93d5086e9fcb6a1267dec5189f5c1fe,,,,
Ahmedabad,01-01-19,110.71,165.18,63.03,111.56,100.04,,63.03,80.15,57.12,4.08,32.33,6.93,1474,Severe,8d7d39313cd9791fca858c229b4af66a8e0927ad,,,,
Ahmedabad,02-01-19,147.57,140.86,59.56,107.46,129.87,,59.56,47.7,48.23,4.1,32.34,6.99,1246,Severe,f2ab1be1bbd80c0f102714fdc90597af2739442c,,,,
Ahmedabad,03-01-19,131.5,47.29,119.68,75.82,88.04,,119.68,55.29,43.25,4.09,32.42,7,1719,Severe,94cd1610fd21b8fc289d65a96973216217a955dd,,,,
Ahmedabad,04-01-19,102.12,33.52,57.92,95.29,54.93,,57.92,69.02,51.71,4.09,32.38,6.98,1264,Severe,bf3ec9cb72885b43173311a92e237c5417a53883,,,,
Ahmedabad,05-01-19,115,27.49,63.86,111.04,61.99,,63.86,86.65,59.25,4.12,32.43,6.97,1127,Severe,de33cc55be6bb27a8f52e33fe21836c670252e28,,,,
Ahmedabad,06-01-19,84.84,41.36,40.16,72.85,39.55,,40.16,52.52,59.42,4.12,32.35,7.02,908,Severe,1e77d7c7edc8692bbe4056e0ea0bb52ffabafa96,,,,
Ahmedabad,07-01-19,74.62,62.59,8.16,73.22,21.96,,8.16,48.21,74.83,4.12,32.35,6.99,236,Poor,bae793db127cecb4f94b4964d3ecad045b793848,,,,
Ahmedabad,08-01-19,89.72,78.82,13.83,80.78,26.92,,13.83,56.43,73.64,4.09,32.39,6.99,313,Very Poor,2a71668dd2b73cbbeb5005a2905688ed276603a9,,,,
Ahmedabad,09-01-19,84.03,51.67,26.24,90.66,36.19,,26.24,63.72,72.75,4.13,32.39,7.07,471,Severe,7e9494784505c616553ef19805fb9dd82c89dea9,,,,
Ahmedabad,10-01-19,82.79,56.14,32.14,79.69,36.86,,32.14,59.98,60.48,4.14,32.36,7.02,661,Severe,2a8a6ddd84f0c80ce33fed8960c3201c08e56854,,,,
Ahmedabad,11-01-19,76.38,136.51,42.44,82.76,43.33,,42.44,70.61,59.68,4.12,32.37,7.02,711,Severe,846f108dcf44ed854491112e1de0c86b5193cb86,,,,
Ahmedabad,12-01-19,66.01,264.82,53.08,73.79,46.37,,53.08,61.71,73.43,4.11,32.35,6.96,854,Severe,50aa060bb87a548227b5b972c63920faef016f05,,,,
Ahmedabad,13-01-19,116.42,360.75,63.2,82.77,54.86,,63.2,64.52,59.07,4.16,32.4,6.95,1258,Severe,140cdf5d99f486ccd0346d07cad3fa66b2567c42,,,,
Ahmedabad,14-01-19,75.49,285.82,9.04,61.8,19.74,,9.04,34.03,80.26,4.16,32.44,7.03,407,Severe,5b454b34b6611cd015799280a78b9fed001068cb,,,,
Ahmedabad,15-01-19,66.97,266.69,6.96,37.35,12.77,,6.96,28.48,89.73,4.11,32.42,7.03,172,Moderate,2b554bfe12a457f1092ae7b12537e48cb3392f67,,,,
Ahmedabad,16-01-19,161.09,210.28,101.89,116.48,108.56,,101.89,64.92,84.85,4.06,32.36,6.94,116,Moderate,64f75ab0933b2639497b4d607de656a09a1a3284,,,,
Ahmedabad,17-01-19,124.45,262.32,96.21,97.63,81.12,,96.21,56.28,53.72,4.11,32.36,6.97,1302,Severe,d02034376ac45efa3806785215aa2d9619c7abfa,,,,
Ahmedabad,18-01-19,95.15,294.5,48.24,95.6,49.59,,48.24,79.66,52.85,4.12,32.33,6.96,1275,Severe,ec6675c47e1dc4e4227c9ed3345103a82baaf09b,,,,
Ahmedabad,19-01-19,73.58,293.29,32.68,80.71,37.41,,32.68,56.74,36.97,4.1,32.3,6.96,527,Severe,f3ead6ffa56b8d94abfe97c81efa762233a7aa13,,,,
Ahmedabad,20-01-19,86.32,299.16,49.43,104.79,54.37,,49.43,79.76,35.32,4.1,32.33,6.95,839,Severe,476c677579fa461c4fbe5822f1df9a687a6d8928,,,,
Ahmedabad,21-01-19,149.26,263.76,78.38,85.92,65.56,,78.38,98.89,27.07,4.1,32.4,6.95,1537,Severe,68ac410cd36c5699f58d2b76b0eeb84956573f77,,,,
Ahmedabad,22-01-19,70.06,237.02,26.17,55.69,27.82,,26.17,62.14,23.56,4.09,32.34,7.02,547,Severe,8d882efc1f6cf141ce6b4283acd7f87b1b280313,,,,
Ahmedabad,23-01-19,86.59,257.04,40.08,82.87,42.04,,40.08,83.72,32.62,4.11,32.35,6.95,716,Severe,9940375ae218bef442080efc4b430cf27323a4a6,,,,
Ahmedabad,24-01-19,74.12,217.97,18.26,81.45,29.55,,18.26,94.78,39.51,4.12,32.33,6.92,464,Severe,6204b15a79e3551e09c29cd4865fae0497462ec3,,,,
Ahmedabad,25-01-19,52.92,241.45,11.03,63.81,21.32,,11.03,63.17,43.54,4.07,32.32,6.95,302,Very Poor,876ae65a682f1bf2941f54851442532ae722382c,,,,
Ahmedabad,26-01-19,47.26,230.9,16.22,64.71,24.43,,16.22,63.03,20,4.04,32.31,6.95,260,Poor,62f47ced8c3249f702f0058dc3b6cdb93ca083eb,,,,
Ahmedabad,27-01-19,52.79,331.35,18.13,59.21,24.19,,18.13,37.29,,4.07,32.34,6.93,430,Severe,3e03412888918245ff6e23b00b78ba81f6b9395b,,,,
Ahmedabad,28-01-19,63.68,297.11,22.56,67.41,28.61,,22.56,37.73,53.12,4.06,32.32,6.93,477,Severe,60cd26dae93a4048b5aceb66c68bec325392fdf0,,,,
Ahmedabad,29-01-19,73.37,347.61,16.1,77.92,27.51,,16.1,38.59,39.08,4.05,32.28,6.92,491,Severe,6266766fd9da3175d27c27b38db9054b7dd45c17; 863f0c3fde068d1ef7b13ac852e98dea477559b0,,,,
Ahmedabad,30-01-19,55.24,378.31,34.37,83.79,39.08,,34.37,78.4,40.04,4.01,32.3,6.94,470,Severe,230a3e80afacb1c6a06912b5ad06df56fc4535b2,,,,
Ahmedabad,31-01-19,83.1,272.33,37.91,110.77,47.47,,37.91,94.79,44.33,4.06,32.31,6.93,847,Severe,8b2141d00757fe30e235fc16fecc7106c96b3088,,,,
Ahmedabad,01-02-19,76.87,175.44,17.85,77.35,28.34,,17.85,87.94,36.28,4.05,32.3,6.93,559,Severe,42660ed19540a2bb59a9fb7481cb0c526fd12846,,,,
Ahmedabad,02-02-19,47.01,161.2,13.12,66.95,23.24,,13.12,71.48,45.06,4.04,32.33,6.92,334,Very Poor,940a99850a2fe93223a5ff0d9bb95869094a4a8f,,,,
Ahmedabad,03-02-19,54.77,176.31,11.01,77.02,24.46,,11.01,64.47,53.55,4.08,32.36,6.94,346,Very Poor,7415b0e3fd0142110b218a154658e0171feb4a91,,,,
Ahmedabad,04-02-19,103.13,218.42,46.91,80.34,45.24,,46.91,56.3,52.37,4.08,32.31,7.02,529,Severe,7a776da1c0d3e0368750bd6ef1984d371b97b102,,,,
Ahmedabad,05-02-19,117.59,254.9,61.13,116.34,61.73,,61.13,76.89,42.29,4.12,32.36,7.06,1261,Severe,66d2443a9cacf7efd16112043485ce2692af1c2b,,,,
Ahmedabad,06-02-19,50.15,237.95,9.02,67.96,21.2,,9.02,57.09,47.5,4.08,32.29,6.94,254,Poor,5bb307428f45e725c931894d2ed7d06d7f8d0991,,,,
Ahmedabad,07-02-19,94.1,285.2,10.62,44.91,16.6,,10.62,42.04,55.84,4.08,32.31,6.93,308,Very Poor,125d62b8501fb7db5ffe3d173e9f805c568df5b4,,,,
Ahmedabad,08-02-19,105.03,316.43,10.13,56.09,18.99,,10.13,41.4,43.09,4.07,32.3,6.97,290,Poor,4cb9c6ef889605b3149ab8b59c8258074067ba04,,,,
Ahmedabad,09-02-19,46.5,371.23,15.39,79.42,27.47,,15.39,41.88,41.7,4.08,32.33,6.9,340,Very Poor,d7f5e5abde02021d22f7738d6db889db53fe5863,,,,
Ahmedabad,10-02-19,41.76,349.49,20.48,77.13,29.76,,20.48,55.24,44.7,4.06,32.31,6.91,492,Severe,5484795b90c22596ead5f0b9ccf08d95a3e6f5c2,,,,
Ahmedabad,11-02-19,46.91,418.89,14.6,86.07,28.61,,14.6,51.46,51.3,4.05,32.32,6.92,343,Very Poor,5ca920dabf09c2c2dd2c62f8ef5917e3bd72f087,,,,
Ahmedabad,12-02-19,59.98,388.94,50.93,76.66,46.6,,50.93,53.21,53.67,4.09,32.32,6.9,604,Severe,c147fd685f974994cea6cb2329084754f655062c,,,,
Ahmedabad,13-02-19,82.79,386.88,45.8,86.15,47.96,,45.8,93.37,52.04,4.11,32.28,6.99,1028,Severe,f7c3160bef4169d29e2a8bdd79dd6e9056d4774c,,,,
Ahmedabad,14-02-19,62.6,358.27,19.59,65.12,26.31,,19.59,38.05,57.79,4.1,32.36,6.95,755,Severe,d69356747d4f5a940f9d2ee6e643d895b33f678e,,,,
Ahmedabad,15-02-19,72.53,343.07,20.61,102.5,35.87,,20.61,45.85,46.37,4.12,32.31,6.98,489,Severe,f407fa076e02563e41223d43873e7fd604bdd637,,,,
Ahmedabad,16-02-19,44.69,306.69,32.07,75.36,35.79,,32.07,39.99,53.96,4.1,32.37,6.98,373,Very Poor,aeae3e593ea4d3d0b59c83839837be75d2ea47d5,,,,
Ahmedabad,17-02-19,54.18,227.88,35.1,83.9,39.51,,35.1,51.23,51.56,4.09,32.34,7.03,914,Severe,c0f7f46699d0ecf0c7ead699d564d952508e6f81,,,,
Ahmedabad,18-02-19,81.84,225.36,28.68,104.86,40.93,,28.68,87.99,43.05,4.1,32.4,7.02,895,Severe,f5f5f2c5e7570a4152e6bbdecada50edc34a786d; 5f7a4ea047afec2cad9f019c118233f41057084f,,,,
Ahmedabad,19-02-19,46.48,228.39,17.55,60.72,24.22,,17.55,42.93,39.32,4.22,32.37,6.99,502,Severe,6fb63e6ddb93b95e451c44a18ca67e506e126c3d,,,,
Ahmedabad,20-02-19,62.32,219.86,64.13,83.57,55.67,,64.13,38.91,32.1,4.16,32.41,7,834,Severe,44ab6aecdacb870226ce4ce36606e227f0a6ac00,,,,
Ahmedabad,21-02-19,37.26,187.51,8.83,37.95,13.95,,8.83,23.36,29.13,4.1,32.37,7.03,826,Severe,9d77f5c67963a68f5ede5bf53e95fdb03270fd2b,,,,
Ahmedabad,22-02-19,37.96,98.44,16.2,48.69,20.61,,16.2,19.56,15.47,4.11,32.4,7.03,403,Severe,30fc9806c9b1ba0d786a31cad4a1d98b6642462d,,,,
Ahmedabad,23-02-19,34.1,121.56,12.42,67.07,22.88,,12.42,42.34,59.67,4.09,32.42,6.97,253,Poor,58a9c23ad5702fdc007f682342e3a77fe5516a8f,,,,
Ahmedabad,24-02-19,64.5,198.5,56.57,77.32,49.9,,56.57,52.95,39.14,4.14,32.38,7.02,789,Severe,8e67618920b0226e661e20a2c36b4436857d9590,,,,
Ahmedabad,25-02-19,50.97,325.61,42.41,49.52,35.15,,42.41,38.67,43.21,4.1,32.38,7.02,904,Severe,859e22ac7ded4f546d8f58cc6d8515bd261b5289; 936d646d345dd1d9e2df55574f53ebae22c29146,,,,
Ahmedabad,26-02-19,64.44,349.32,13.19,45.6,18.2,,13.19,33.91,33.88,4.15,32.37,7.08,467,Severe,a4ee99345c99a1f9806c8d17dc7e6accaf5309d6,,,,
Ahmedabad,27-02-19,51.5,303.95,12.26,52.88,19.41,,12.26,29.79,38.45,4.17,32.4,7.09,296,Poor,c9b0389a55de2f9cbfe37049d1072e0984613923,,,,
Ahmedabad,28-02-19,33.38,264.89,14.07,73.92,25.42,,14.07,50.46,48.39,4.15,32.38,7.04,307,Very Poor,e4007988dba3dcfa65314d50324bdff1ba7f55c2,,,,
Ahmedabad,01-03-19,42.11,341.74,14.18,84.67,28.04,,14.18,49.29,47.63,4.11,32.38,6.94,350,Very Poor,7871f62facbecd9f3a12f4278c7aefaaec8899d6,,,,
Ahmedabad,02-03-19,46.35,311.48,9.25,69.51,21.69,,9.25,62.8,69.79,4.08,32.34,7.07,318,Very Poor,3aa5c9f53c616efdef4103a7e8c3ebf433437a83,,,,
Ahmedabad,03-03-19,61.32,384.73,15.88,48.4,20.36,,15.88,49.88,21.17,4.16,32.45,7.04,338,Very Poor,241ba286b5b231ad009c7e9a28c85aacbdff49a9,,,,
Ahmedabad,04-03-19,48.84,336.24,9.85,42.96,15.71,,9.85,26.4,51.34,4.1,32.38,7.04,276,Poor,ecee696015fbe0e5ec5d1a7c560fc8d1191d95a1,,,,
Ahmedabad,05-03-19,39.23,348.02,12.69,67.29,23.08,,12.69,33.79,59.73,4.07,32.33,7.03,286,Poor,ae3594fcd839554d0a4ea161dc9bbd3d1f6dbaa9,,,,
Ahmedabad,06-03-19,45.37,285.55,23.56,72.21,30.3,,23.56,45.56,49.33,4.17,32.33,6.98,461,Severe,2181d2f31f1f4b8c6203668dee4f6b3f382af799,,,,
Ahmedabad,07-03-19,55.7,276.41,34.47,72.07,36.24,,34.47,51.26,52.99,4.12,32.38,7.03,824,Severe,803f7053c2a6c053e0ebcd748c6a0f2462a5c067,,,,
Ahmedabad,08-03-19,54.11,326.78,48.38,54.45,38.8,,48.38,45.55,41.35,4.15,32.45,7.1,754,Severe,068f7225f65e0ce09a8ea4337416f186807ff3ee; 9daf3c23f039656f1db8863336ac86ef9fb6f6ab,,,,
Ahmedabad,09-03-19,52.68,261.09,29.23,47.19,26.52,,29.23,15.13,57.32,4.16,32.43,7.08,926,Severe,6522e893e7f5739f96db413b61932c949e5fad2d,,,,
Ahmedabad,10-03-19,44.12,381.78,10.66,79.99,24.97,,10.66,60.68,61.08,4.17,32.44,7.06,280,Poor,b747413330a7699f64ee1acbc773808fba975fb3,,,,
Ahmedabad,11-03-19,46.52,385.24,17.55,48.97,21.43,,17.55,38.16,47.77,4.12,32.42,7.08,310,Very Poor,3ed3ca15292f7b5c1ace98e0cece9a60609d8138,,,,
Ahmedabad,12-03-19,57.06,332.24,34.49,100.8,43.19,,34.49,60.72,48.13,4.11,32.35,7.05,606,Severe,4922ec2dbaef5cf37c816d3b8bf8ef2003466949,,,,
Ahmedabad,13-03-19,84.14,252.16,15.24,107.41,34.05,,15.24,79.47,50.53,4.07,32.43,7.04,632,Severe,2246e28681bde69c65dc9081df367bb661997f19,,,,
Ahmedabad,14-03-19,52.24,263.39,10.75,61.88,20.71,,10.75,24.81,56.16,4.1,32.37,6.95,262,Poor,759978859d988aaba2d6dcfde90663d797f89550,,,,
Ahmedabad,15-03-19,62.44,265.22,26.15,84.42,34.65,,26.15,48.85,58.49,4.1,32.38,6.98,428,Severe,43eaa4d7209e389a360aeab2b3b44e76fd89f5c2,,,,
Ahmedabad,16-03-19,66.97,283.42,17.21,91.72,31.41,,17.21,62.66,59.98,4.11,32.39,7.03,625,Severe,0877aadd2c55095b8a663597fbb39150614f335e,,,,
Ahmedabad,17-03-19,75.05,326.44,12.67,96.99,30.14,,12.67,58.55,64.12,4.11,32.4,6.97,321,Very Poor,3c1893f7c0ec143b4f173980381354e5cfe6416f,,,,
Ahmedabad,18-03-19,60.5,317.78,18.21,104.48,35,,18.21,41.81,56.66,4.11,32.34,7.03,353,Very Poor,da2b69c89152ddb6f2df6c836bd84aebba2a0b65,,,,
Ahmedabad,19-03-19,88.33,385.31,80.16,95.95,73.2,,80.16,39.24,45.03,4.08,32.36,7.01,1017,Severe,a762208186ddb3827966e6d7bec5a4fb8a0124cf,,,,
Ahmedabad,20-03-19,78.11,318.17,13.65,60.29,21.95,,13.65,40.62,29.9,4.13,32.29,6.97,876,Severe,3ac3823b31229b9754a336bf17f5ff76fdcaadf2,,,,
Ahmedabad,21-03-19,62.04,417.05,24.16,60.52,29.65,,24.16,38.14,41.42,4.12,32.34,6.98,380,Very Poor,844952cd4f3326959a4bf2e50bc64ab436b8ded8,,,,
Ahmedabad,22-03-19,73.98,320.85,43.21,64.62,40.71,,43.21,28.52,48.02,4.1,32.34,6.99,730,Severe,105aab8d21e803d2b363183c263a90ce47a9c5ae; a1f353aafa8d3dfc2e76c6d3d75df0342c8a9e6e,,,,
Ahmedabad,23-03-19,75.84,255.7,41.7,95.28,46.74,,41.7,54.31,50.85,4.14,32.29,7.02,998,Severe,0312582594429d880453377773c1925f5b65682b,,,,
Ahmedabad,24-03-19,92.21,348.3,26.17,69.96,60.01,,26.17,39.96,43.76,4.13,32.37,7.03,917,Severe,56e84cb19a30592280b4f0460ee74f8175eb98b3,,,,
Ahmedabad,25-03-19,64.71,363.72,20.95,81.65,31.09,,20.95,65.11,38.94,4.09,32.4,6.99,402,Severe,af80c32eafcea0399e640e11e913412f298e1aae,,,,
Ahmedabad,26-03-19,67.44,394.67,15.64,86.7,29.34,,15.64,61.6,47.12,4.13,32.33,6.98,404,Severe,30175004a6a58f006a53f32c00e0363c126f667b,,,,
Ahmedabad,27-03-19,69.51,392,54.2,85.74,53.69,,54.2,69.03,63.51,4.13,32.34,7.03,559,Severe,0469d052ac583aa5b739be7fedecec5307548d49,,,,
Ahmedabad,28-03-19,112.44,419.43,61.37,88.16,69.9,,61.37,88.25,41.77,4.19,32.47,7.03,1459,Severe,008c1ceaeffe7abc87b031af39fae2632fa72897,,,,
Ahmedabad,29-03-19,133.21,469.32,50,62.67,47.93,,50,45.16,24.82,4.2,32.49,7.06,1222,Severe,8a6809df45d5f80a822d68d3c305f7640e10234a,,,,
Ahmedabad,30-03-19,89.74,396.97,33.94,68.97,35.31,,33.94,9.65,17.76,4.14,32.47,7.07,869,Severe,516c3a32adbf893d696dec21d087c848b85b3940,,,,
Ahmedabad,31-03-19,74.35,322.12,11.84,58.93,24.38,,11.84,10.22,28.63,4.16,32.38,7,471,Severe,e26317772e5eefc6c0ca5e616b2073c65c00550e,,,,
Ahmedabad,01-04-19,96.96,246.66,16.25,88.34,42.22,,16.25,15.4,30.19,4.21,32.45,7.08,353,Very Poor,81bc3b72979ca17bc4385765f5e4452315d4b138,,,,
Ahmedabad,02-04-19,122.78,203.17,36.74,99.37,75.89,,36.74,15.97,25.6,4.21,32.53,7.11,679,Severe,a533da998e4132f8192e41a197f5d8cd065df996,,,,
Ahmedabad,03-04-19,109.21,188.34,47.6,90.25,79.91,,47.6,13.25,26.93,4.22,32.5,7.17,688,Severe,3e40cb7055fe5ef148eced8994ff059a0e98aef1,,,,
Ahmedabad,04-04-19,94.41,180.14,20.27,84.32,56.25,,20.27,9.95,21.82,4.2,32.43,7.17,1044,Severe,ce4796d011abc721c271d969b7f3802e263a80b0,,,,
Ahmedabad,05-04-19,97.92,175.72,23.05,75.36,53.96,,23.05,11.42,17.98,4.21,32.54,7.06,537,Severe,50c1901ebf4db31816c88cc4c2512ca0261730fb,,,,
Ahmedabad,06-04-19,97.68,181.31,21.56,72.48,51.45,,21.56,12.63,20.2,4.18,32.42,7.08,420,Severe,50dd715b6dfd61f8b87474e37fb0817c14cd465f; 34bc96d247a78a804e014e09c997bf5f2ac71b6d,,,,
Ahmedabad,07-04-19,99.9,270.09,24.47,56.89,46.01,,24.47,15.72,15.01,4.21,32.43,7.08,534,Severe,a1533dacc01547792d22032e0781a7ea7632f0cb,,,,
Ahmedabad,08-04-19,78.55,273.34,26.28,69.17,53.36,,26.28,11.52,18.04,4.18,32.45,7.09,472,Severe,057e31ee37a66543d6cf7f189356b43deb91a31a,,,,
Ahmedabad,09-04-19,73.58,322.73,19.53,63.23,45.42,,19.53,11.56,26.46,4.22,32.51,7.09,493,Severe,91d05ee767e5582b61781844a76f08951ce43501,,,,
Ahmedabad,10-04-19,64.02,336.02,51.44,40.04,56.47,,51.44,6.21,13.73,4.16,32.52,7.14,566,Severe,3a6a9f669d1d3bf1880190cd747efed573dc5dab,,,,
Ahmedabad,11-04-19,81.22,293.11,65.1,44.75,67.79,,65.1,7.27,15.7,4.23,32.46,7.16,1121,Severe,e12e72939bfeb49c8865a15d0c1bc9a4f99c0ece,,,,
Ahmedabad,12-04-19,75.74,290.85,21.38,67.43,48.85,,21.38,8.99,17.56,4.2,32.5,7.11,944,Severe,8a05548f8c34051d47f568ce2135978de0f9515d,,,,
Ahmedabad,13-04-19,70.14,342.34,20.83,68.1,48.76,,20.83,5.29,27.51,4.23,32.6,7.14,395,Very Poor,b5e924927b31aface620ada453f904e6e9ebb203,,,,
Ahmedabad,14-04-19,67.2,295.97,11.75,57.38,36.76,,11.75,7.75,46.45,4.23,32.52,7.18,406,Severe,a71e4139dc4ba7ca03da5d99cac0781f092d5223,,,,
